economy,,gdp,total_population,urban_population(%_of_total)
SVK,YR2007,73817506954.537,5374622.0,55.261
SVK,YR2008,77932749070.0484,5379233.0,55.111
SVK,YR2009,73681102330.2507,5386406.0,54.96
SVK,YR2010,78629991379.8007,5391428.0,54.685
SVK,YR2011,80730554469.7187,5398384.0,54.42
SVK,YR2012,81795230834.9206,5407579.0,54.28
SVK,YR2013,82312781984.4718,5413393.0,54.14
SVK,YR2014,84532913950.0738,5418649.0,54.0
SVK,YR2015,88900883130.8374,5423801.0,53.889
SVK,YR2016,90629072613.9167,5430798.0,53.806
SVK,YR2017,93291817009.4113,5439232.0,53.751
SVK,YR2018,97051840806.3988,5446771.0,53.726
SVN,YR1995,26417686104.9211,1989872.0,50.622
SVN,YR1996,27263846125.3402,1988628.0,50.649
SVN,YR1997,28640614043.0074,1985956.0,50.675
SVN,YR1998,29579844442.7437,1981629.0,50.701
SVN,YR1999,31157238919.3453,1983045.0,50.728
SVN,YR2000,32301448497.0859,1988925.0,50.754
SVN,YR2001,33340444076.9215,1992060.0,50.78
SVN,YR2002,34509226036.6508,1994530.0,50.857
SVN,YR2003,35530788949.9488,1995733.0,51.082
SVN,YR2004,37079644535.9777,1997012.0,51.308
SVN,YR2005,38487919291.2,2000474.0,51.533
SVN,YR2006,40699587892.4722,2006868.0,51.758
SVN,YR2007,43540484553.7887,2018122.0,51.983
SVN,YR2008,45068686557.3586,2021316.0,52.209
SVN,YR2009,41666704789.2015,2039669.0,52.433
SVN,YR2010,42226600498.2234,2048583.0,52.658
SVN,YR2011,42590309918.8992,2052843.0,52.883
SVN,YR2012,41466164772.2726,2057159.0,53.108
SVN,YR2013,41039360682.0457,2059953.0,53.332
SVN,YR2014,42175395368.8082,2061980.0,53.557
SVN,YR2015,43107506024.3254,2063531.0,53.781
SVN,YR2016,44483434040.7344,2065042.0,54.02
SVN,YR2017,46625480708.1199,2066388.0,54.273
SVN,YR2018,48702350150.2586,2073894.0,54.541
SWE,YR1995,305836832131.49,8826939.0,83.824
SWE,YR1996,310667391570.025,8840998.0,83.914
SWE,YR1997,320206516443.849,8846062.0,83.942
SWE,YR1998,334013297425.391,8850974.0,83.97
SWE,YR1999,348199457231.41,8857874.0,83.998
SWE,YR2000,364795858131.684,8872109.0,84.026
SWE,YR2001,370083569053.714,8895960.0,84.071
SWE,YR2002,378214012929.902,8924958.0,84.133
SWE,YR2003,386950040254.662,8958229.0,84.196
SWE,YR2004,403731506887.751,8993531.0,84.258
SWE,YR2005,415273396287.166,9029572.0,84.319
SWE,YR2006,434636654376.703,9080505.0,84.43
SWE,YR2007,449584772840.507,9148092.0,84.588
SWE,YR2008,447559127029.566,9219637.0,84.746
SWE,YR2009,428135998219.291,9298515.0,84.902
SWE,YR2010,453619110971.171,9378126.0,85.056
SWE,YR2011,468113753183.843,9449213.0,85.297
SWE,YR2012,465359818585.788,9519374.0,85.62
SWE,YR2013,470887249502.535,9600379.0,85.936
SWE,YR2014,483402482698.498,9696110.0,86.247
SWE,YR2015,505103781349.757,9799186.0,86.553
SWE,YR2016,515562425649.407,9923085.0,86.852
SWE,YR2017,528801679620.708,10057698.0,87.146
SWE,YR2018,539113433181.757,10175214.0,87.431
SYC,YR1995,688675440.263165,75304.0,49.633
SYC,YR1996,722541225.579924,76417.0,49.758
SYC,YR1997,808968400.064324,77319.0,49.901
SYC,YR1998,876949240.767744,78846.0,50.061
SYC,YR1999,893365787.740011,80410.0,50.238
SYC,YR2000,906894372.862655,81131.0,50.433
SYC,YR2001,886297323.095489,81202.0,50.646
SYC,YR2002,897046613.629009,83723.0,50.876
SYC,YR2003,844236333.3135,82781.0,51.123
SYC,YR2004,820171768.026347,82475.0,51.388
SYC,YR2005,894034486.607757,82858.0,51.67
SYC,YR2006,978128509.304173,84600.0,51.969
SYC,YR2007,1080063545.41299,85033.0,52.285
SYC,YR2008,1056875745.08166,86956.0,52.619
SYC,YR2009,1045194670.11319,87298.0,52.969
SYC,YR2010,1107435615.02422,89770.0,53.336
SYC,YR2011,1194782160.45779,87441.0,53.72
SYC,YR2012,1209846319.53895,88303.0,54.12
SYC,YR2013,1282655801.59553,89949.0,54.537
SYC,YR2014,1340436690.19292,91359.0,54.969
SYC,YR2015,1416001321.92671,93419.0,55.4
SYC,YR2016,1491800885.32068,94677.0,55.831
SYC,YR2017,1559097438.30394,95843.0,56.261
SYC,YR2018,1608971156.22993,96762.0,56.691
THA,YR1995,213636222058.82,59424834.0,30.276
THA,YR1996,225710822686.697,60211096.0,30.449
THA,YR1997,219495705555.247,60989108.0,30.622
THA,YR1998,202739325941.902,61745217.0,30.795
THA,YR1999,212009191856.584,62442651.0,30.969
THA,YR2000,221454725108.405,63066603.0,31.386
THA,YR2001,229082177284.849,63649892.0,32.548
THA,YR2002,243168522955.031,64222580.0,33.734
THA,YR2003,260650499707.576,64776956.0,34.941
THA,YR2004,277043701431.254,65311166.0,36.169
THA,YR2005,288645289937.08,65821360.0,37.411
THA,YR2006,302984642091.15,66319525.0,38.673
THA,YR2007,319452316987.747,66826754.0,39.95
THA,YR2008,324965101944.033,67328239.0,41.242
THA,YR2009,322720833701.393,67813654.0,42.543
THA,YR2010,346968110267.494,68270489.0,43.856
THA,YR2011,349883100679.815,68712846.0,44.698
THA,YR2012,375224420609.029,69157023.0,45.445
THA,YR2013,385308560264.96,69578602.0,46.193
THA,YR2014,389101803069.629,69960943.0,46.943
THA,YR2015,401296437424.995,70294397.0,47.694
THA,YR2016,415081602962.932,70607037.0,48.448
THA,YR2017,432422388357.651,70898202.0,49.2
THA,YR2018,450683024911.935,71127802.0,49.949
TTO,YR1995,9230266597.38812,1307822.0,55.04
TTO,YR1996,9888797887.72054,1313434.0,55.224
TTO,YR1997,10632717777.0999,1318171.0,55.406
TTO,YR1998,11496579737.4725,1322572.0,55.589
TTO,YR1999,12419159296.6443,1327063.0,55.771
TTO,YR2000,13276250137.8511,1332203.0,55.905
TTO,YR2001,13829673808.7384,1338567.0,55.718
TTO,YR2002,14927294869.6182,1345964.0,55.53
TTO,YR2003,17082943960.1915,1353548.0,55.343
TTO,YR2004,18441046804.5707,1361172.0,55.155
TTO,YR2005,19586039945.0037,1369075.0,54.967
TTO,YR2006,22172975579.3725,1376919.0,54.779
TTO,YR2007,23227125335.3512,1384861.0,54.59
TTO,YR2008,24014928357.521,1392803.0,54.402
TTO,YR2009,22960257725.0869,1401191.0,54.213
TTO,YR2010,23723278683.3495,1410296.0,54.025
TTO,YR2011,23653448166.5753,1420020.0,53.836
TTO,YR2012,25216969410.255,1430377.0,53.671
TTO,YR2013,26186259614.1727,1440729.0,53.53
TTO,YR2014,27056414463.7353,1450661.0,53.413
TTO,YR2015,26851970253.811,1460177.0,53.319
TTO,YR2016,25035585054.4578,1469330.0,53.25
TTO,YR2017,23857160341.5313,1478607.0,53.205
TTO,YR2018,23649372146.0016,1504709.0,53.184
TUN,YR1995,21278207462.4655,9294102.0,61.474
TUN,YR1996,22798765396.2342,9430550.0,61.87
TUN,YR1997,24039233340.3858,9557948.0,62.262
TUN,YR1998,25189213164.9838,9677148.0,62.653
TUN,YR1999,26714327950.2551,9788067.0,63.043
TUN,YR2000,27972565560.8171,9893316.0,63.432
TUN,YR2001,29034480140.3438,9995123.0,63.818
TUN,YR2002,29418477732.9086,10094561.0,64.202
TUN,YR2003,30801852092.3932,10193798.0,64.585
TUN,YR2004,32722591127.4445,10292225.0,64.95
TUN,YR2005,33863479169.9669,10388344.0,65.237
TUN,YR2006,35639313824.3874,10483558.0,65.524
TUN,YR2007,38030541060.6152,10580395.0,65.809
TUN,YR2008,39642192284.535,10680380.0,66.093
TUN,YR2009,40848682634.6622,10784504.0,66.376
TUN,YR2010,42062351222.6359,10895063.0,66.657
TUN,YR2011,41201488885.3295,11032528.0,66.938
TUN,YR2012,42938822638.3433,11174383.0,67.218
TUN,YR2013,43982206385.4088,11300284.0,67.495
TUN,YR2014,45341400837.8608,11428948.0,67.772
TUN,YR2015,45780077487.7651,11557779.0,68.056
TUN,YR2016,46291905707.6011,11685667.0,68.346
TUN,YR2017,47330855819.1807,11811443.0,68.642
TUN,YR2018,48556898517.0947,11933041.0,68.945
TUR,YR1995,338183475098.096,59305490.0,62.123
TUR,YR1996,363140280866.026,60293786.0,62.653
TUR,YR1997,390657829906.207,61277426.0,63.179
TUR,YR1998,400049831127.377,62242204.0,63.703
TUR,YR1999,386995531429.888,63185615.0,64.223
TUR,YR2000,413826859269.854,64113547.0,64.741
TUR,YR2001,390031787736.966,65072018.0,65.34
TUR,YR2002,415179953304.473,65988663.0,65.974
TUR,YR2003,439107629560.404,66867327.0,66.602
TUR,YR2004,482122333632.277,67785075.0,67.225
TUR,YR2005,525476244038.33,68704715.0,67.84
TUR,YR2006,561986270867.401,69601333.0,68.45
TUR,YR2007,590330093012.939,70468869.0,69.053
TUR,YR2008,595141428332.854,71320726.0,69.651
TUR,YR2009,566436841006.172,72225639.0,70.241
TUR,YR2010,614171064520.319,73195345.0,70.825
TUR,YR2011,682958902917.534,74173854.0,71.402
TUR,YR2012,715662340203.413,75277439.0,71.974
TUR,YR2013,776392136706.161,76576117.0,72.531
TUR,YR2014,814743696794.687,78112073.0,73.077
TUR,YR2015,864316670330.882,79646178.0,73.611
TUR,YR2016,893038641113.713,81019394.0,74.134
TUR,YR2017,960034377547.426,82089826.0,74.644
TUR,YR2018,988642300436.943,82809304.0,75.143
TZA,YR1995,15015530826.3323,30560071.0,20.543
TZA,YR1996,15697891624.3294,31140733.0,20.888
TZA,YR1997,16251285974.264,31785846.0,21.237
TZA,YR1998,16853966799.1312,32626498.0,21.59
TZA,YR1999,17673720781.5827,33499772.0,21.947
TZA,YR2000,18472711635.0886,34463704.0,22.309
TZA,YR2001,19594154544.1382,35414469.0,22.674
TZA,YR2002,20984006131.3295,36353531.0,23.044
TZA,YR2003,22384224758.1951,37333918.0,23.611
TZA,YR2004,24063895497.2346,38360879.0,24.223
TZA,YR2005,25862989150.4768,39439505.0,24.845
TZA,YR2006,27552416859.9356,40562052.0,25.478
TZA,YR2007,29417311894.0489,41716497.0,26.121
TZA,YR2008,31090102877.2815,42870884.0,26.776
TZA,YR2009,32728273119.5716,43957933.0,27.439
TZA,YR2010,34802107813.2012,45110527.0,28.114
TZA,YR2011,37472179619.2842,46416031.0,28.798
TZA,YR2012,39158485244.364,47786137.0,29.493
TZA,YR2013,41814051441.1297,49253643.0,30.196
TZA,YR2014,44629166510.0055,50814552.0,30.904
TZA,YR2015,47378603783.6471,52542823.0,31.617
TZA,YR2016,50632147557.7237,54401802.0,32.333
TZA,YR2017,54067883125.8656,56267032.0,33.053
TZA,YR2018,57011861844.5483,58090443.0,33.776
UGA,YR1995,9118233776.98165,20680831.0,12.846
UGA,YR1996,9945450393.05649,21249572.0,13.216
UGA,YR1997,10452668548.4275,21876935.0,13.594
UGA,YR1998,10965399690.9137,22537658.0,13.982
UGA,YR1999,11848547321.2865,23279247.0,14.379
UGA,YR2000,12220817699.0799,24020697.0,14.786
UGA,YR2001,12854303475.4603,24763325.0,15.201
UGA,YR2002,13976829405.1074,25545090.0,15.626
UGA,YR2003,14881585726.5672,26354736.0,16.061
UGA,YR2004,15894609992.3065,27146084.0,16.507
UGA,YR2005,16901146520.0383,27946588.0,16.96
UGA,YR2006,18723891970.578,28773227.0,17.425
UGA,YR2007,20299025520.4542,29629804.0,17.899
UGA,YR2008,22066817291.4184,30509862.0,18.384
UGA,YR2009,23567695697.6434,31412520.0,18.878
UGA,YR2010,24896350853.1145,32341728.0,19.383
UGA,YR2011,27234530355.5205,33295738.0,19.898
UGA,YR2012,28279643367.3932,34273295.0,20.424
UGA,YR2013,29294007543.0042,35273570.0,20.958
UGA,YR2014,30789849595.7784,36336539.0,21.504
UGA,YR2015,32387183844.6699,37477356.0,22.06
UGA,YR2016,33935615198.6803,38748299.0,22.624
UGA,YR2017,34998276925.5374,40127085.0,23.196
UGA,YR2018,37204541627.5461,41515395.0,23.774
URY,YR1995,29059796814.191,3208300.0,90.542
URY,YR1996,30680740006.7497,3226633.0,90.835
URY,YR1997,33303232466.2847,3245069.0,91.147
URY,YR1998,34808168940.1149,3262683.0,91.45
URY,YR1999,34133164697.5803,3278963.0,91.743
URY,YR2000,33474418294.4582,3292224.0,92.028
URY,YR2001,32187618155.4394,3300939.0,92.303
URY,YR2002,29698869200.2434,3306441.0,92.569
URY,YR2003,29938029416.9209,3310202.0,92.828
URY,YR2004,31436176409.8546,3313801.0,93.078
URY,YR2005,33781356709.0888,3317665.0,93.319
URY,YR2006,35165911748.4727,3322282.0,93.553
URY,YR2007,37466293678.0781,3328651.0,93.779
URY,YR2008,40154929114.1067,3336126.0,93.998
URY,YR2009,41858901192.1605,3344156.0,94.209
URY,YR2010,45125322733.7231,3352651.0,94.414
URY,YR2011,47454751923.1645,3361637.0,94.612
URY,YR2012,49133785850.974,3371133.0,94.739
URY,YR2013,51412384155.7392,3381180.0,94.843
URY,YR2014,53077523938.4551,3391662.0,94.945
URY,YR2015,53274304222.136,3402818.0,95.045
URY,YR2016,54174532436.9212,3413766.0,95.144
URY,YR2017,55056360541.1392,3422200.0,95.24
URY,YR2018,55319478843.3587,3427042.0,95.334
USA,YR1995,11135927079000.0,266278000.0,77.257
USA,YR1996,11556037222000.0,269394000.0,77.636
USA,YR1997,12069954414000.0,272657000.0,78.008
USA,YR1998,12610856679000.0,275854000.0,78.377
USA,YR1999,13215484082000.0,279040000.0,78.742
USA,YR2000,13754300444000.0,282162411.0,79.057
USA,YR2001,13885563060000.0,284968955.0,79.234
USA,YR2002,14121054284000.0,287625193.0,79.409
USA,YR2003,14515908489000.0,290107933.0,79.583
USA,YR2004,15075141499000.0,292805298.0,79.757
USA,YR2005,15600241891000.0,295516599.0,79.928
USA,YR2006,16034367080000.0,298379912.0,80.099
USA,YR2007,16356739241000.0,301231207.0,80.269
USA,YR2008,16376725286000.0,304093966.0,80.438
USA,YR2009,15950948713000.0,306771529.0,80.606
USA,YR2010,16383037055000.0,309327143.0,80.772
USA,YR2011,16636956919000.0,311583481.0,80.944
USA,YR2012,17016393933000.0,313877662.0,81.119
USA,YR2013,17329814706000.0,316059947.0,81.299
USA,YR2014,17726282036000.0,318386329.0,81.483
USA,YR2015,18206020741000.0,320738994.0,81.671
USA,YR2016,18509601053000.0,323071755.0,81.862
USA,YR2017,18924571726000.0,325122128.0,82.058
USA,YR2018,19481973191000.0,326838199.0,82.256
VCT,YR1995,505122453.710765,114174.0,43.38
VCT,YR1996,511627986.422666,114290.0,43.741
VCT,YR1997,529561319.253769,114276.0,44.1
VCT,YR1998,551221409.502384,114165.0,44.461
VCT,YR1999,566161222.415879,113995.0,44.823
VCT,YR2000,575440785.479038,113813.0,45.186
VCT,YR2001,585500819.794177,113641.0,45.548
VCT,YR2002,616779017.609044,113450.0,45.914
VCT,YR2003,658049778.085588,113108.0,46.283
VCT,YR2004,685126544.437144,112608.0,46.656
VCT,YR2005,702176311.342784,112043.0,47.032
VCT,YR2006,751307070.115909,111427.0,47.412
VCT,YR2007,776272768.132616,110824.0,47.794
VCT,YR2008,779413884.538831,110316.0,48.18
VCT,YR2009,768672052.220914,109840.0,48.569
VCT,YR2010,734308814.600472,109308.0,48.961
VCT,YR2011,729856871.707766,108703.0,49.356
VCT,YR2012,738389717.318946,108083.0,49.754
VCT,YR2013,756572447.236741,107450.0,50.154
VCT,YR2014,765240919.139083,106912.0,50.558
VCT,YR2015,786554592.592593,106482.0,50.964
VCT,YR2016,819193187.171054,105963.0,51.373
VCT,YR2017,832868508.686663,105549.0,51.784
VCT,YR2018,858290512.067805,105281.0,52.198
ZMB,YR1995,6747775256.59298,8684135.0,37.104
ZMB,YR1996,7167388797.89361,8902019.0,36.638
ZMB,YR1997,7440753543.99756,9133156.0,36.176
ZMB,YR1998,7412051123.98383,9372430.0,35.716
ZMB,YR1999,7756725565.34734,9621238.0,35.258
ZMB,YR2000,8059030210.46366,9891136.0,34.802
ZMB,YR2001,8487518230.93072,10191964.0,35.002
ZMB,YR2002,8869967014.46174,10508294.0,35.475
ZMB,YR2003,9485983915.84691,10837973.0,35.951
ZMB,YR2004,10153075785.3691,11188040.0,36.43
ZMB,YR2005,10887711636.03,11564870.0,36.911
ZMB,YR2006,11748243095.7729,11971567.0,37.395
ZMB,YR2007,12729507610.1931,12402073.0,37.881
ZMB,YR2008,13719086269.626,12852966.0,38.371
ZMB,YR2009,14984033821.7868,13318087.0,38.861
ZMB,YR2010,16527123087.7163,13792086.0,39.355
ZMB,YR2011,17446791765.2459,14265814.0,39.851
ZMB,YR2012,18772328031.8579,14744658.0,40.354
ZMB,YR2013,19721688163.3839,15234976.0,40.865
ZMB,YR2014,20648211567.0616,15737793.0,41.382
ZMB,YR2015,21251216798.7762,16248230.0,41.907
ZMB,YR2016,22053807071.9437,16767761.0,42.438
ZMB,YR2017,22826646593.6169,17298054.0,42.976
ZMB,YR2018,23747586257.2512,17835893.0,43.521
